Name,Record,KDA,CSPM,GPM,Gold %,Kill Participation %,Damage Per Minute,Damage %,K+A/M,Solo Kills,Penta Kills,Champion A,Games A,Winrate A,Champion B,Games B,Winrate B,Champion C,Games C,Winrate C
Piku S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Piku S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Piku S14 Spring,5W - 8L,2.6,7.9,373,21.1%,59.8%,555.2,26.9%,0.23,2,-,Orianna,2,0%,Hwei,2,50%,Karma,2,50%
Mettalica S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mettalica S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mettalica S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mettalica S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mettalica S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mettalica S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mettalica S14 Spring,3W - 9L,2.1,8.1,387,22.7%,64.5%,607.7,29.9%,0.24,4,-,Viktor,2,50%,Corki,2,0%,Hwei,2,0%
Nykeus S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nykeus S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nykeus S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nykeus S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nykeus S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nykeus S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nykeus S14 Spring,14W - 11L,2.6,1.6,257,14%,66.3%,166.2,6.2%,0.35,1,-,Tahm Kench,5,80%,Rakan,4,75%,Nautilus,4,75%
Nebula S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nebula S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nebula S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nebula S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nebula S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nebula S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nebula S14 Spring,7W - 11L,2.3,8.3,393,21.7%,54.8%,494.2,21.8%,0.25,2,-,Xayah,4,0%,Varus,4,25%,Aphelios,3,66.7%
RenYe S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RenYe S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RenYe S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RenYe S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RenYe S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RenYe S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RenYe S14 Spring,2W - 20L,2.3,5.4,316,19.1%,78.3%,267,13.1%,0.23,1,-,Viego,5,0%,Xin Zhao,4,25%,Vi,4,25%
Namgung S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namgung S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namgung S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namgung S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namgung S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namgung S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namgung S14 Spring,2W - 17L,1.4,1.9,247,14.4%,65.6%,211.9,9.9%,0.17,-,-,Nautilus,3,0%,Tahm Kench,3,33.3%,Nami,3,0%
Nicolo S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicolo S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicolo S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicolo S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicolo S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicolo S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicolo S14 Spring,1W - 3L,1.6,5,292,17.2%,57.9%,352,14.3%,0.27,-,-,Xin Zhao,2,0%,Rell,1,100%,Maokai,1,0%
SORROW S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SORROW S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SORROW S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SORROW S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SORROW S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SORROW S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SORROW S14 Spring,2W - 0L,3.9,6.6,398,20%,68.8%,799.3,26%,0.52,-,-,Ezreal,2,100%,-,-,-,-,-,-
Mietek S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mietek S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mietek S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mietek S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mietek S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mietek S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mietek S14 Spring,4W - 9L,1.7,8,405,23.4%,55.7%,736.9,30.9%,0.23,11,-,Rumble,5,40%,Jax,4,25%,KSante,2,0%
Muses S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Muses S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Muses S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Muses S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Muses S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Muses S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Muses S14 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quantum S14 Spring,24W - 26L,2.2,1.6,259,14.1%,68.3%,236.1,10%,0.26,2,-,Nautilus,10,60%,Renata Glasc,9,55.6%,Nami,4,75%
Pallet S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pallet S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pallet S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pallet S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pallet S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pallet S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pallet S14 Spring,5W - 9L,2.3,6.5,347,19.8%,71.3%,401.9,18.4%,0.27,1,-,Vi,2,50%,Wukong,2,50%,Graves,1,100%
Monki S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Monki S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Monki S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Monki S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Monki S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Monki S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Monki S14 Spring,9W - 13L,2.3,6.2,349,19.5%,74%,425.1,17.8%,0.27,-,-,Viego,6,33.3%,Graves,5,60%,Xin Zhao,4,25%
Optimus S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Optimus S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Optimus S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Optimus S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Optimus S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Optimus S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Optimus S14 Spring,1W - 5L,2.0,8.3,377,21.7%,55.8%,373.7,20%,0.2,1,-,Orianna,2,0%,Tristana,1,0%,Taliyah,1,0%
Rosa S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa S14 Spring,0W - 2L,0.9,7.6,351,22.1%,73.8%,387.3,22.7%,0.16,-,-,Varus,1,0%,Kalista,1,0%,-,-,-
NattyNatt S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NattyNatt S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NattyNatt S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NattyNatt S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NattyNatt S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NattyNatt S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NattyNatt S14 Spring,15W - 15L,2.5,7.1,384,20.6%,62.2%,473.3,19.3%,0.29,11,-,Jax,8,75%,Xin Zhao,6,33.3%,Olaf,5,60%
River1 S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
River1 S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
River1 S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
River1 S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
River1 S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
River1 S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
River1 S14 Spring,3W - 11L,1.0,6.8,354,20.4%,45%,549.5,24.5%,0.21,11,-,KSante,4,0%,Yone,2,50%,Riven,1,0%
Mune S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mune S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mune S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mune S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mune S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mune S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mune S14 Spring,1W - 13L,1.6,7.8,362,22.4%,54.3%,391.1,23%,0.17,-,-,Varus,4,0%,Smolder,2,0%,Lucian,2,0%
Passzi S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Passzi S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Passzi S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Passzi S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Passzi S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Passzi S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Passzi S14 Spring,8W - 9L,4.0,1.2,264,14.4%,66%,196.5,8.3%,0.36,-,-,Pyke,3,66.7%,Milio,2,50%,Bard,2,50%
Nenad S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nenad S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nenad S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nenad S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nenad S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nenad S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nenad S14 Spring,12W - 9L,3.5,7.7,389,21.3%,51.4%,563.4,22.2%,0.3,12,-,Udyr,4,75%,KSante,4,50%,Darius,4,50%
Raito S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raito S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raito S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raito S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raito S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raito S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raito S14 Spring,25W - 7L,3.1,1,266,13.5%,68.3%,211.1,7.6%,0.43,1,-,Nautilus,6,83.3%,Renata Glasc,4,100%,Maokai,4,100%
Robko S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robko S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robko S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robko S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robko S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robko S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robko S14 Spring,1W - 3L,1.3,1.9,251,14.7%,69.5%,212.8,10.4%,0.24,1,-,Braum,1,0%,Nautilus,1,0%,Lulu,1,0%
Nilsog S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nilsog S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nilsog S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nilsog S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nilsog S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nilsog S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nilsog S14 Spring,3W - 11L,2.2,8,391,23.1%,71%,636.5,29.7%,0.25,2,-,Aphelios,4,50%,Varus,2,0%,Xayah,2,50%
Peco S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peco S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peco S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peco S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peco S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peco S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peco S14 Spring,10W - 11L,4.1,8.5,421,23%,70.4%,788.4,30.2%,0.36,7,-,Taliyah,5,60%,Orianna,3,66.7%,Azir,2,50%
Ryujin S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryujin S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryujin S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryujin S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryujin S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryujin S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ryujin S14 Spring,3W - 11L,2.0,5.1,318,18.3%,77.1%,286.4,13.1%,0.27,-,-,Jarvan IV,4,50%,Maokai,4,25%,Wukong,2,0%
SoCool S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SoCool S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SoCool S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SoCool S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SoCool S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SoCool S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SoCool S14 Spring,2W - 3L,2.3,4.4,295,17%,82.2%,240.1,10.4%,0.35,-,-,Sejuani,3,0%,Jarvan IV,1,100%,Rell,1,100%
Odysseia S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Odysseia S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Odysseia S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Odysseia S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Odysseia S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Odysseia S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Odysseia S14 Spring,7W - 11L,2.1,7.6,391,21.5%,60.3%,517,22.6%,0.28,-,-,Kalista,5,80%,Lucian,3,66.7%,Senna,2,0%
TheDiff S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TheDiff S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TheDiff S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TheDiff S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TheDiff S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TheDiff S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TheDiff S14 Spring,0W - 5L,1.3,5.6,334,20.7%,74.1%,347.9,19.4%,0.28,3,-,Xin Zhao,2,0%,Nocturne,2,0%,Poppy,1,0%
ROCKBOOM S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROCKBOOM S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROCKBOOM S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROCKBOOM S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROCKBOOM S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROCKBOOM S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ROCKBOOM S14 Spring,6W - 15L,2.3,8,408,23.4%,65.5%,583.9,25.3%,0.26,11,-,Jhin,5,60%,Varus,5,20%,Tristana,2,50%
Nulu S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nulu S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nulu S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nulu S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nulu S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nulu S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nulu S14 Spring,6W - 7L,3.1,9.7,458,24.1%,57.8%,782.8,30.2%,0.28,6,-,Azir,5,80%,Viktor,3,33.3%,Orianna,2,0%
Santha S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santha S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santha S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santha S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santha S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santha S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santha S14 Spring,3W - 5L,3.0,1,253,14.1%,76.4%,192.3,8.7%,0.33,-,-,Rakan,3,66.7%,Milio,1,100%,Renata Glasc,1,0%
Rihn S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rihn S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rihn S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rihn S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rihn S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rihn S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rihn S14 Spring,1W - 7L,2.1,6.5,323,18.5%,36.3%,411.3,17.7%,0.19,3,-,KSante,3,0%,Ornn,3,0%,Rumble,1,100%
Namiru S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namiru S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namiru S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namiru S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namiru S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namiru S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namiru S14 Spring,0W - 15L,1.5,8.1,352,22.1%,63.5%,550.3,27.4%,0.15,5,-,Hwei,3,0%,Azir,2,0%,Orianna,2,0%
Nikolex S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikolex S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikolex S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikolex S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikolex S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikolex S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nikolex S14 Spring,5W - 3L,3.5,5.2,331,17.7%,79.6%,297.7,11.2%,0.4,-,-,Maokai,3,66.7%,Rell,3,66.7%,Jarvan IV,1,100%
Quik S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quik S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quik S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quik S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quik S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quik S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quik S14 Spring,6W - 10L,2.7,8.2,409,22%,61.2%,673.1,27.1%,0.35,12,-,Akali,4,50%,Orianna,3,100%,Azir,2,0%
Secrett S11 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secrett S11 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secrett S12 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secrett S12 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secrett S13 Spring,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secrett S13 Summer,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Secrett S14 Spring,17W - 15L,2.9,8.6,409,22.3%,58.4%,568.4,25.3%,0.27,16,-,Syndra,7,85.7%,Ahri,6,66.7%,Orianna,4,25%
